Long_Desc                                                                  CAFFN
KEEBLER, SANDIES, Cashew Shortbread Cookies                                     
KEEBLER, SANDIES, Chocolate Chip & Pecan Shortbread Cookies                     
KEEBLER, SANDIES, Dark Chocolate Almond Shortbread Cookies                      
KEEBLER, SANDIES, Pecan Shortbread Cookies                                      
KEEBLER, SANDIES, Pecan Shortbread Cookies, bite size                           
KEEBLER, SANDIES, Pecan Shortbread Cookies, Reduced Fat                         
KEEBLER, SOFT BATCH, Chocolate Chip Cookies                                     
KEEBLER, Sweet Cremes Cookies                                                   
KEEBLER, Toasted Coconut Cookies                                                
KEEBLER, TOASTEDS, Buttercrisps Crackers                                        
KEEBLER, TOASTEDS, Party Pack Cracker Assortment                                
KEEBLER, TOASTEDS, Onion Crackers                                               
KEEBLER, TOASTEDS, Sesame Crackers                                              
KEEBLER, TOASTEDS, Wheat Crackers                                               
KEEBLER, TOWN HOUSE, Bistro Multigrain Crackers                                 
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Cheese                        
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Garlic Herb                   
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Original                      
KEEBLER, TOWN HOUSE, Original Crackers                                          
KEEBLER, TOWN HOUSE, Reduced Fat Crackers                                       
KEEBLER, TOWN HOUSE, FLIPSIDES, Pretzel Crackers, Reduced Fat                   
KEEBLER, TOWN HOUSE, TOPPERS, Garlic Herb Crackers                              
KEEBLER, TOWN HOUSE, TOPPERS, Multigrain Crackers                               
KEEBLER, TOWN HOUSE, TOPPERS, Original Crackers                                 
KEEBLER, TOWN HOUSE, Wheat Crackers                                             
KEEBLER, TOWN HOUSE, FLATBREAD CRISPS, Sea Salt and Olive Oil Crackers          
KEEBLER, TRADITIONS, Iced Lemonade Cookies                                      
KEEBLER, TRADITIONS, Iced Oatmeal Cookies                                       
KEEBLER, Vanilla Wafers Minis, Rainbow                                          
KEEBLER, Vienna Fingers with Creme Filling                                      
KEEBLER, Vienna Fingers with Creme Filling, Reduced Fat                         
KEEBLER, Waffle Bowls                                                           
KEEBLER, Waffle Cones                                                           
KEEBLER, WHEATABLES, Honey Wheat Crackers                                       
KEEBLER, WHEATABLES, Nut Crisp Crackers, Roasted Almond                         
KEEBLER, WHEATABLES, Nut Crisp Crackers, Toasted Pecan                          
KELLOGG'S, ALL-BRAN, Garlic and Herb Crackers                                   
KELLOGG'S, ALL-BRAN, Multigrain Crackers                                        
KELLOGG'S, Corn Flakes Crumbs                                                   
KELLOGG'S, POP-TARTS, Frosted Apple Strudel Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Blueberry Muffin Toaster Pastries                 
KELLOGG'S, POP-TARTS, Chocolate Chip Cookie Dough Toaster Pastries              
KELLOGG'S, POP-TARTS, Frosted Cinnamon Roll Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Confetti Cake Toaster Pastries                    
KELLOGG'S, POP-TARTS, Frosted Cookies & Creme Toaster Pastries                  
KELLOGG'S, POP-TARTS, Frosted Orange Cream Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Pumpkin Pie Toaster Pastries                      
KELLOGG'S, POP-TARTS, Frosted Spring Berry Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Sugar Cookie Toaster Pastries                     
KELLOGG'S, POP-TARTS, Frosted Waffle Cone Toaster Pastries                      
KELLOGG'S, POP-TARTS, Frosted Wild Fruit Fusion Toaster Pastries                
KELLOGG'S, POP-TARTS, Frosted Wild Grape Toaster Pastries                       
KELLOGG'S, POP-TARTS, Frosted Wild Strawberry Toaster Pastries                  
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Hot Fudge Sundae Toaste          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Ice Creme Sandwich Toas          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Rainbow Chip Toaster Pa          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Strawberry Milkshake To          
KELLOGG'S, POP-TARTS, Ice Cream Shoppe Frosted Vanilla Milkshake Toast          
KELLOGG'S, POP-TARTS MINI CRISPS, Cinnamon Brown Sugar Baked Bites              
KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Chocolate Baked Bites                 
KELLOGG'S, POP-TARTS MINI CRISPS, Frosted Strawberry Baked Bites                
KELLOGG'S, SPECIAL K, Cracker Chips, Cheddar                                    
KELLOGG'S, SPECIAL K, Cracker Chips, Sea Salt                                   
KELLOGG'S, SPECIAL K, Cracker Chips, Sour Cream & Onion                         
KELLOGG'S, SPECIAL K, Cracker Chips, Southwest Ranch                            
KELLOGG'S, SPECIAL K, Multigrain Crackers                                       
KELLOGG'S, SPECIAL K, Savory Herb Crackers                                      
KELLOGG'S, POP-TARTS, Gingerbread Toaster Pastries                              
KELLOGG'S, POP-TARTS, Yum-azing Vanilla Milkshake Toaster Pastries              
MOTHER'S, 4th of July Circus Animal Cookies                                     
MOTHER'S, Chocolate Chip Cookies                                                
MOTHER'S, Circus Animal Cookies                                                 
MOTHER'S, Coconut Cocadas Cookies                                               
MOTHER'S, Double Fudge Creme Sandwich Cookies                                   
MOTHER'S, English Tea Sandwich Cookies                                          
MOTHER'S, Halloween Circus Animals Cookies                                      
MOTHER'S, Holiday Circus Animal Cookies                                         
MOTHER'S, Iced Lemonade Cookies                                                 
MOTHER'S, Iced Oatmeal Cookies                                                  
MOTHER'S, Jungle Animal Cookies                                                 
MOTHER'S, Macaroon Cookies                                                      
MOTHER'S, Old Fashioned Chocolate Chip Cookies                                  
MOTHER'S, Old Fashioned Iced Oatmeal Cookies                                    
MOTHER'S, Peanut Butter Gauchos Cookies                                         
MOTHER'S, Taffy Sandwich Cookies                                                
MURRAY, SUGAR FREE, Vanilla Sugar Wafer                                         
MURRAY, Chocolatey Chip Thins Cookies                                           
MURRAY, COOKIE JAR CLASSICS, Coconut Bars Cookies                               
MURRAY, Duplex Creme Sandwich Cookies                                           
MURRAY, Lemon Creme Sandwich Cookies                                            
MURRAY, JACKS Vanilla Wafers                                                    
MURRAY, Old Fashioned Iced Oatmeal Cookies                                      
MURRAY, SOUTHERN KITCHEN, Chocolate Chip Cookies                                
MURRAY, SOUTHERN KITCHEN, Coconut Cookies                                       
MURRAY, SOUTHERN KITCHEN, Iced Oatmeal Cookies                                  
MURRAY, SUGAR FREE, Chocolate Chip & Pecan Cookies                              
MURRAY, SUGAR FREE, Fudge Dipped Grahams                                        
MURRAY, SUGAR FREE, Fudge Dipped Mint Cookies                                   
MURRAY, SUGAR FREE, Fudge Dipped Wafers                                         
MURRAY, SUGAR FREE, Peanut Butter Cookies                                       
MURRAY, SUGAR FREE, Pecan Shortbread Cookies                                    
MURRAY, SUGAR FREE, Lemon Creme Sandwich Cookies                                
MURRAY, SUGAR FREE, Vanilla Creme Sandwich Cookies                              
MURRAY, SUGAR FREE, Shortbread Cookies                                          
MURRAY, SUGAR FREE, Shortbread Bites                                            
MURRAY, SUGAR FREE, Vanilla Wafer                                               
MURRAY, Vanilla Sugar Wafer                                                     
MURRAY, Vanilla Wafer                                                           
SUNSHINE, CHEEZ-IT, Asiago Crackers                                             
SUNSHINE, CHEEZ-IT, Baby Swiss Crackers                                         
SUNSHINE, CHEEZ-IT, BIG Crackers                                                
SUNSHINE, CHEEZ-IT, Cheddar Jack Crackers                                       
SUNSHINE, CHEEZ-IT, Colby Crackers                                              
SUNSHINE, CHEEZ-IT, Duoz Sharp Cheddar Parmesan Crackers                        
